"Study","Site","Study_length","UniqueID","BlockUnique","Block","PlotUnique","Plot","SppN","Plot_Biomassxbar","Plot_Biomasssd","Plot_TempStab","Plot_Asynchrony","Hill_0","Hill_1","Hill_2","FDis3","RaoQ3","FRic3","FDis4","RaoQ4","FRic4","SLA","LDMC","LeafN","LeafP","PCAdim1_3trts","PCAdim1_4trts","PCAdim1_4trts_site","PCAdim1_3trts_site","eMPD","eMNTD","ePSE","sMPD","sMNTD","sPSV"
"BigBio","BigBio",16,"BigBio_BigBio_1_178","1_BigBio","1","178_BigBio","178",8,300.320296615746,124.027847033157,2.42139409656493,0.17229602890524,5.8125,2.37640656973398,1.81310104833738,0.752286869856513,0.930370268996659,4.05494521222733,0.102317466765638,0.0177112881628596,0.100342034354169,18.7560595919061,0.324502246128274,1.37025598917318,0.137319022102395,-1.22274509802034,-1.5351765378361,-0.889783667506845,0.956617710953472,6.46133282027934,5.85736356021518,0.403144806425938,14.7609222366761,7.09608665988769,0.760663638704905
"BigBio","BigBio",11,"BigBio_BigBio_1_185","1_BigBio","1","185_BigBio","185",1,91.4059090909091,47.6967016059906,1.91639895450189,NA,1,1,1,0,0,0,0,0,0,7.91095077906055,0.284704385069864,2.10883333333333,NA,-1.70020616824762,-1.41092872847307,0.400873051591385,-1.52320059742781,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_186","1_BigBio","1","186_BigBio","186",16,374.869302324553,95.8275036442212,3.91191764439915,-0.105619393369411,10.6875,5.82687092970067,4.5374606950353,1.62392833475925,3.10736081495082,7.73882487938604,0.208505609506005,0.0521789411876708,0.158375491689298,17.7690925789727,0.300709102571097,1.98383345322695,0.144361474434548,-0.705950460332204,-1.06345534746201,0.312622110884733,-0.242752121348052,11.4120957605213,6.12014196522623,0.650303674179547,15.096828174738,7.32587440103116,0.777973629843123
"BigBio","BigBio",7,"BigBio_BigBio_1_189","1_BigBio","1","189_BigBio","189",2,63.7327142857143,28.947148545319,2.20169230782562,NA,1,1,1,0,0,0,0,0,0,18.5351997046342,0.334066666666667,1.08767933582292,0.127333333333333,-1.53546745213188,-1.87116383008306,-1.58464941548987,1.42939310571825,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_190","1_BigBio","1","190_BigBio","190",4,176.220625001125,95.2055006848736,1.85095003685142,-0.25144849888132,3,1.99700284617174,1.74816033595867,0.898741433478361,1.2407946570245,0.523702828724701,0.109574162896245,0.0183140556422207,0.0297789937155162,12.9235163118685,0.28065951266302,1.78734455333922,0.142823362018296,-1.38188526938718,-1.64487051974674,0.0343142707327293,-0.664542754581771,5.55540270439407,12.8221913635176,0.429423660104627,13.6534209164675,11.8688685527405,0.703591596010505
"BigBio","BigBio",16,"BigBio_BigBio_1_193","1_BigBio","1","193_BigBio","193",2,331.88743749625,104.956280486942,3.16214938216622,-0.0902369252464842,2,1.79549202158004,1.69160668876959,1.77381993387288,3.98274129390211,NA,0.241809227439515,0.0740131305002761,NA,19.2924927981681,0.282016959265441,1.70761201456407,NA,-0.706645325438437,-0.575717435447557,0.152460472853183,0.0569992105189586,7.66527614866942,19.4053212032164,0.790017961403175,19.4053212032164,19.4053212032164,1
"BigBio","BigBio",16,"BigBio_BigBio_1_197","1_BigBio","1","197_BigBio","197",2,123.364000004562,61.6096166861722,2.00234974083601,0.194690737431132,1.875,1.12458118691132,1.05870242519117,0.187651700844007,0.334893777324685,0,0.0227091155055059,0.00490458771775443,0,17.7305579223493,0.474695131983716,1.62648220920603,NA,-1.64924247825142,-1.29237775930273,-1.63012196604524,2.25786374849327,1.02020811186551,16.9796560528143,0.105147253290135,16.9796560528143,16.9796560528143,0.875
"BigBio","BigBio",16,"BigBio_BigBio_1_199","1_BigBio","1","199_BigBio","199",4,301.3627500075,118.882558078291,2.534961855456,0.0384285350102382,2,1.80743864898419,1.71763798989959,1.65277783323256,3.40548439098315,NA,0.212922085878816,0.0565185952529936,NA,18.1501952477551,0.263812775048912,1.85370635381355,0.127333333333333,-0.645999542759389,-1.16561819982561,0.105718379365607,-0.459366525080955,7.78289022799882,19.4053212032164,0.802139799335949,19.4053212032164,19.4053212032164,1
"BigBio","BigBio",11,"BigBio_BigBio_1_2","1_BigBio","1","2_BigBio","2",1,105.963909090909,65.7753679707754,1.61099682692752,NA,1,1,1,0,0,0,0,0,0,16.6034997596264,0.358850493101356,2.32384786028,0.14,-0.746426371824853,-1.11781559631553,0.196644152997149,-0.137102788114264,0,0,0,0,0,0
"BigBio","BigBio",11,"BigBio_BigBio_1_20","1_BigBio","1","20_BigBio","20",1,135.898727272727,69.4242807223682,1.95751005064344,NA,1,1,1,0,0,0,0,0,0,18.3038346914711,0.403654865561023,2.7269533692,0.15,-0.34493230456485,-0.689898212721998,0.648766935269503,-0.00269906506642012,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_201","1_BigBio","1","201_BigBio","201",4,391.042875008812,212.48931894765,1.84029426488563,0.349247179837752,3,2.50333281208789,2.28010611952732,1.25430102442295,1.77472948017504,1.83478182128882,0.166018244637122,0.0325204340253132,0.0353721075996843,13.3373680737978,0.346042591497692,1.77046455357192,0.132369173310338,-1.58087329502183,-1.873843719098,-0.737928025166423,0.156484509011851,9.84093406750847,14.6799369003004,0.760688315677868,16.2983195318154,13.1913178604145,0.839889191275742
"BigBio","BigBio",16,"BigBio_BigBio_1_202","1_BigBio","1","202_BigBio","202",16,506.201902949354,127.662953557323,3.96514328428146,0.0483701243656537,11,5.9001786476163,4.40291501786454,1.3978758314127,2.53543038585897,7.17302236593894,0.187835586838946,0.04608843564158,0.149972031962515,18.7458955188165,0.317797729608279,1.64584988084867,0.158738631832891,-0.953698745705201,-1.13984602081389,-0.00739751411191285,0.504819650026164,9.8165852821039,4.49781581068136,0.558115402886215,15.1339463626031,6.97619886038418,0.779886413840689
"BigBio","BigBio",11,"BigBio_BigBio_1_205","1_BigBio","1","205_BigBio","205",1,125.871,68.8970066708272,1.82694439253915,NA,1,1,1,0,0,0,0,0,0,7.91095077906055,0.284704385069864,2.10883333333333,NA,-1.70020616824762,-1.41092872847307,0.400873051591385,-1.52320059742781,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_206","1_BigBio","1","206_BigBio","206",8,364.995157023752,106.00851251698,3.44307403582601,0.0265093094465155,6.5625,3.93300405350649,3.20741188256551,1.64956592361017,3.27802309805867,3.06517281155161,0.220775450882623,0.0593086736322114,0.0571310634547307,18.9018761784701,0.295334199828759,1.81351939525675,0.164383525483907,-0.705445483000434,-0.896481386505914,0.541376178337959,0.0316605493018781,10.5194857631162,5.54482384545441,0.640611676790667,15.5489414863257,7.56185050485715,0.801272049222687
"BigBio","BigBio",16,"BigBio_BigBio_1_208","1_BigBio","1","208_BigBio","208",8,356.070235772528,139.91021858596,2.54499091897109,0.124766370043345,6.25,3.99019725179554,3.26132772477926,1.53256011557719,2.94932334639219,3.61101828369649,0.208015177136876,0.0521464916601386,0.0773706389073609,18.013341550261,0.303593693580046,1.92007180576238,0.158149020129215,-0.7444065585855,-0.979357887014088,0.477593460681047,-0.100030383638034,9.68947445945955,6.18434141461937,0.597219809469887,14.8595818178447,7.35068251879658,0.765747789600192
"BigBio","BigBio",16,"BigBio_BigBio_1_210","1_BigBio","1","210_BigBio","210",8,308.631799997888,83.5361147930509,3.69459126465817,0.04755480361871,6.875,3.79152420663475,2.99256603207861,1.57732414583884,2.96811484205064,5.2839752517389,0.209587663729753,0.0526649469937435,0.112041093005191,17.7578910030416,0.285779319398668,1.88846508143248,0.145591357068382,-0.739391608948719,-1.08507120371767,0.3244714079302,-0.288123603946803,10.5476617465141,7.36983097125015,0.638839506792657,15.1265786783407,6.74827922626645,0.77950674044156
"BigBio","BigBio",16,"BigBio_BigBio_1_211","1_BigBio","1","211_BigBio","211",2,150.127375,150.161683239348,0.999771524675219,0.618161904988775,1.9375,1.53766763178416,1.44304172615773,0.584168494810175,0.650132304073684,0,0.0631435933097658,0.00759598448836122,0,20.5138793583654,0.29101263989191,2.15856038443196,0.15,-0.191426683838489,-0.593262803252021,0.834472633278669,-0.334174036760247,4.05167689976028,14.4730999501823,0.417584110804486,14.4730999501823,14.4730999501823,0.74583150665826
"BigBio","BigBio",16,"BigBio_BigBio_1_213","1_BigBio","1","213_BigBio","213",8,165.55871171191,50.9660294512679,3.2484129820278,0.118487063301926,6.4375,4.35384369101515,3.76038439771084,1.08678115043286,1.37658144415087,2.72414655870271,0.125149379904314,0.0204867248055621,0.0810503142258892,17.7843450211043,0.34845566052545,1.55069062974667,0.138502026242035,-1.26132777627725,-1.55183002390036,-0.833093770402208,0.899391540939259,9.01615046899995,3.81518962437634,0.54968839834833,14.2819101875869,5.95236518697378,0.735979066670622
"BigBio","BigBio",16,"BigBio_BigBio_1_22","1_BigBio","1","22_BigBio","22",8,124.78516037716,42.2164785926418,2.95584010171114,0.0342666874099453,4.625,3.58508053903999,3.17197675619637,1.40285560042388,2.20802593538401,1.85671367900086,0.155557596522124,0.0269938660517993,0.0421356998305678,16.1467813036337,0.295017000107796,1.908386356234,0.144135904027254,-0.944525591072936,-1.26544715137855,0.202629515303473,-0.359040012533977,11.4486599040686,13.5739565756366,0.763358042620303,16.8185542125542,13.4379099141947,0.866698058559656
"BigBio","BigBio",16,"BigBio_BigBio_1_220","1_BigBio","1","220_BigBio","220",16,251.109141463151,73.8826206328027,3.39875791238059,0.0234326207795973,10.125,5.95849908126597,4.85567242085225,1.73410542214605,3.46255798159495,6.24225190015248,0.224742834586918,0.0590142241874392,0.133648353020804,17.8355708784276,0.2947024944752,1.9768932142537,0.144360954383065,-0.682933093597807,-1.04628721812252,0.354954818959094,-0.296877325413272,10.757561370623,5.01137891585789,0.61524461860105,14.0696547293946,6.00622240996517,0.72504106384297
"BigBio","BigBio",16,"BigBio_BigBio_1_223","1_BigBio","1","223_BigBio","223",4,126.260827658872,61.8269711169936,2.04216421050212,-0.00959530516499126,2.6875,1.94948440984926,1.79307924433086,0.707057257546562,0.65986867245615,0.850891487122494,0.0891465843001214,0.011785710541684,0.0266580005086201,12.0258828164297,0.265307691863986,1.48526219601613,0.144003624427256,-1.70320024853663,-1.90423017786894,-0.27474017694999,-0.51826651156789,7.50717259232491,14.4252341397953,0.643930626020462,15.4460468108688,11.4867724185212,0.795969654359994
"BigBio","BigBio",16,"BigBio_BigBio_1_224","1_BigBio","1","224_BigBio","224",2,114.616106246938,57.8381120539689,1.98167094631286,0.201505637364301,2,1.2910018254619,1.17696586148781,0.304487539117525,0.343133660181094,NA,0.0639754199399661,0.0151478349725495,NA,16.1101205276717,0.376136700652558,1.4397387479019,0.142086828563227,-1.65655440838724,-1.84053746397321,-1.20096853049501,1.21386401874764,2.62160082842524,19.4053212032164,0.270194015442601,19.4053212032164,19.4053212032164,1
"BigBio","BigBio",16,"BigBio_BigBio_1_225","1_BigBio","1","225_BigBio","225",4,170.543086956065,62.2532536052759,2.73950479821366,-0.290740539698537,2.1875,1.79786191911642,1.7112061751529,1.35854666086565,2.35336255052224,1.98733484236822,0.181127907464571,0.0418439448549025,0.0667602507035712,14.2022940772604,0.314038867174384,1.50696997373749,0.127333333333333,-1.60049073312556,-1.93929322286018,-0.926837255450649,0.222603866946646,7.58463524394398,17.1338524480259,0.76699288907716,18.5790663560905,17.7528115089647,0.957421222845365
"BigBio","BigBio",16,"BigBio_BigBio_1_227","1_BigBio","1","227_BigBio","227",16,317.465640002956,83.8090196450818,3.78796508236671,-3.348195953077e-05,10.6875,6.21221942323106,4.98705819304466,1.75707603419233,3.60414412897104,8.10147776231556,0.226104816104814,0.0621915598150993,0.182544231984146,17.5330713295594,0.298571461338498,1.8707641843476,0.146072880089102,-0.827269799699025,-1.14959916477964,0.194595426972574,-0.136709178971497,11.2112647900405,5.46305469388557,0.638548756811332,14.988478824322,7.10179593407306,0.772390143268419
"BigBio","BigBio",16,"BigBio_BigBio_1_229","1_BigBio","1","229_BigBio","229",4,131.739314752295,43.5898482309404,3.02224761266284,0.217229214316058,3.75,2.34778834287444,2.07031888337245,1.31399605961272,2.34028055738805,2.19191826927572,0.176198955236242,0.041835561733029,0.0665172545482232,15.7442096504491,0.322129071949905,1.36754722369768,0.12895033971051,-1.57202992850026,-1.8970213245334,-1.12262097110712,0.649993723235636,7.28665860389202,5.84481938293971,0.514796086322349,12.1633775304217,6.69055352268155,0.626806297254467
"BigBio","BigBio",11,"BigBio_BigBio_1_230","1_BigBio","1","230_BigBio","230",1,100.621454545455,54.917087514477,1.83224309772307,NA,1,1,1,0,0,0,0,0,0,17.755437859507,0.482280255072123,1.5983422622076,NA,-1.69846250042544,-1.33031412504798,-1.73406745459195,2.38637364551207,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_232","1_BigBio","1","232_BigBio","232",8,325.723250001,80.2233233619753,4.06020638825078,-0.0770226779214958,6.1875,4.23926829504013,3.673608503922,1.63296809521468,3.13562069101146,4.00757751278147,0.210331952923369,0.0517957387159326,0.0716432421979365,18.3497547132474,0.282790395777559,1.96946412286559,0.135987869925925,-0.586517060351268,-1.03926452434284,0.291543109060936,-0.376897882181226,11.1513678205851,7.25826799855507,0.690077197253769,14.5892002691007,7.06692640255729,0.751814418134057
"BigBio","BigBio",16,"BigBio_BigBio_1_233","1_BigBio","1","233_BigBio","233",4,197.655625003062,103.871609841941,1.9028840055895,0.137320963344282,3,2.14948246184317,1.86258859634947,0.887690730682368,1.24637884732754,0.689900658538076,0.127280805505978,0.0234680625772699,0.0390678563181638,11.5111668581295,0.249994245606245,1.64804634902216,0.164522982999525,-1.56388654524956,-1.62603055671961,0.485098494661997,-0.964735406209192,7.49687314947316,16.0237652783551,0.579496191093495,18.0828718955424,16.7604225878685,0.931851202367381
"BigBio","BigBio",16,"BigBio_BigBio_1_234","1_BigBio","1","234_BigBio","234",2,176.17587500375,102.088085230789,1.72572415875439,0.582059899970694,1.8125,1.57286314249063,1.4842101479153,0.878983113979405,1.36356332597266,0,0.102592752839756,0.0185758037683456,0,17.5435418476646,0.187765304494616,3.06966951775147,NA,0.640185933557925,0.493795730655434,2.87084751738418,-3.04514695569907,5.49764372532534,15.7668234776133,0.566611979029146,15.7668234776133,15.7668234776133,0.8125
"BigBio","BigBio",16,"BigBio_BigBio_1_235","1_BigBio","1","235_BigBio","235",16,354.18165566367,116.342372255643,3.04430491485435,0.295993181494623,11.1875,6.73874481220698,5.54275993714143,1.71734084955686,3.46245766901797,6.94018316935777,0.228614699052461,0.0611099342872649,0.144250793629921,18.054278272192,0.301629929876956,1.91094188435931,0.152321122286905,-0.740749731075715,-1.02512670752031,0.365809422914441,-0.106637784758356,10.7596241181035,5.09016214572084,0.609191036586551,15.0099693462719,6.68976567444428,0.773497598369258
"BigBio","BigBio",16,"BigBio_BigBio_1_236","1_BigBio","1","236_BigBio","236",2,247.553187500625,67.4046722050479,3.67264136746422,0.455213590947785,2,1.94421594605102,1.90211831607337,0.881790290104609,0.824101277728851,NA,0.119471755428291,0.0151279629728927,NA,17.2611871573425,0.429321466289656,1.90962778293893,0.14,-1.28998176253195,-1.53991448364353,-0.978697092216538,1.30365053795554,9.15463170380367,19.4053212032164,0.943517667956591,19.4053212032164,19.4053212032164,1
"BigBio","BigBio",11,"BigBio_BigBio_1_237","1_BigBio","1","237_BigBio","237",1,12.5103636363636,10.438977222628,1.19842809976112,NA,1,1,1,0,0,0,0,0,0,19.8699789788572,0.309313153275976,2.16132482265618,0.240578720563767,-0.33005413085594,0.0475688447775482,2.47308164773441,-0.185824729779849,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_239","1_BigBio","1","239_BigBio","239",16,395.917273583698,154.703472578367,2.55920094736814,0.0792875899439274,11.0625,6.72566759391704,5.29219030957842,1.67558694374779,3.32016217756599,7.84260714502467,0.224138343707581,0.0597857678720027,0.165086930452712,17.7532844989521,0.299670546429348,1.8430737581756,0.155800126615341,-0.829958430021886,-1.07046207201667,0.345213261244299,-0.0657975799063103,11.6854927366934,5.6655920157621,0.662840160599334,15.0794963000551,7.01212010140728,0.777080479222149
"BigBio","BigBio",16,"BigBio_BigBio_1_24","1_BigBio","1","24_BigBio","24",4,56.9038606564098,16.9754809851714,3.35212066781006,-0.0680693455056694,2.8125,1.15195911565221,1.06728227554164,0.112661268613277,0.125208257586177,0.720275698443139,0.0140980005190913,0.00195171919589246,0.0302420720922159,18.5081903675522,0.33763805806253,1.10878104090216,0.127333333333333,-1.53250051114749,-1.86773316033035,-1.58490408321156,1.43977600761663,0.310783658575016,3.43434116155275,0.0259485840700329,10.5069072497188,6.97168233985774,0.541444644986206
"BigBio","BigBio",16,"BigBio_BigBio_1_242","1_BigBio","1","242_BigBio","242",16,267.488943397274,86.3663062547263,3.0971446504653,-0.0891407414663972,10.8125,6.51049553307732,5.35248256508295,1.8875854576791,4.01235572130282,8.22185476300911,0.245962916103026,0.0691791128108231,0.185366195929469,17.1414337865494,0.284380425760453,1.92687685133937,0.141139106963529,-0.772796137932605,-1.15094955328532,0.28630273204648,-0.414223281395136,11.4037268083718,6.13381714984214,0.648122638895544,14.0742872198032,6.07589500488137,0.7252797865294
"BigBio","BigBio",16,"BigBio_BigBio_1_253","1_BigBio","1","253_BigBio","253",16,287.083019281686,88.6712421020514,3.23761134361108,0.119572692742262,11.25,6.62126415793796,5.34690481189589,1.80441680153603,3.74870381735886,8.02882040612077,0.238666075665405,0.0662435624827313,0.182203868799661,17.1551669162383,0.299613752034071,1.89771447216192,0.150095735316385,-0.851467656632395,-1.136546881022,0.294772849203013,-0.196552822235646,10.6538401310555,4.98301288158288,0.603334431097841,14.5405704506889,5.60698588781107,0.749308413832326
"BigBio","BigBio",7,"BigBio_BigBio_1_256","1_BigBio","1","256_BigBio","256",1,5.03771428571429,4.90948098798932,1.02611952221399,NA,0.857142857142857,0.857142857142857,0.857142857142857,0,0,0,0,0,0,11.7827463249152,0.234616424144208,1.69825896428571,0.138771428571429,-1.43222320941967,-1.73563418287526,0.181184648823224,-1.18578981226135,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_257","1_BigBio","1","257_BigBio","257",16,394.66054976364,104.183054558641,3.78814531245578,0.0325438706653556,11.3125,6.74303884225029,5.39471196560199,1.5754043944692,2.91904168145656,7.73063794533413,0.206336570570581,0.0507209473773577,0.167911496263241,17.6773519789537,0.30985340845157,1.93361399938858,0.147997943006114,-0.794217081861724,-1.10298197323307,0.232914516814245,-0.0772001843505189,11.9160958440502,6.12274379411568,0.674478135724556,15.1858455682304,6.94951381299246,0.782560897044743
"BigBio","BigBio",16,"BigBio_BigBio_1_259","1_BigBio","1","259_BigBio","259",2,295.2334999975,70.062751940072,4.2138439016787,0.0298055197175932,2,1.91635683026207,1.85437644591745,0.935982954267628,0.957190604159911,NA,0.0957398859142886,0.010014940165296,NA,17.7625987013713,0.343979183989877,1.58209620665516,0.132399482141772,-1.219883278805,-1.56985533612192,-0.872204813689522,0.802858792089466,8.88031338813707,19.4053212032164,0.915245184054483,19.4053212032164,19.4053212032164,1
"BigBio","BigBio",16,"BigBio_BigBio_1_26","1_BigBio","1","26_BigBio","26",4,132.647078570232,58.4813961256166,2.26819274774681,-0.0727715282372597,2.25,1.77093061535497,1.66367231987003,1.07065708441055,1.53826011411346,2.17507687225088,0.153264871225494,0.031587377469545,0.0657400646612473,12.3215199015058,0.338348595084419,1.71740101662562,0.13,-1.72076717234561,-2.01223846650034,-0.824881258897905,0.0435841858725845,7.13428673972539,17.1235696959163,0.700865303270212,18.3036480737152,17.2019749442141,0.943228297127153
"BigBio","BigBio",11,"BigBio_BigBio_1_265","1_BigBio","1","265_BigBio","265",1,128.565818181818,47.3468068423166,2.71540631261561,NA,1,1,1,0,0,0,0,0,0,17.45161507,0.136338988142231,3.24364166711111,NA,0.967915930515595,0.746273636024987,3.55333015622739,-3.88646980932934,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_266","1_BigBio","1","266_BigBio","266",8,144.380669813217,55.2022610033485,2.61548471365075,0.066949237689325,5.625,3.55998121276617,2.95560471596462,1.12660921001641,1.85484574692437,3.83807608041556,0.149360095988446,0.0336912541106978,0.108429343325373,16.7152598658151,0.338626434302723,1.39085343378934,0.138070988308171,-1.4953580895783,-1.75188550211761,-1.01947892560826,0.901200232682859,6.67801769380333,3.10526823071216,0.418305162760164,13.8953851174555,5.74585558103382,0.716060557407951
"BigBio","BigBio",11,"BigBio_BigBio_1_267","1_BigBio","1","267_BigBio","267",1,184.156363636364,74.7359785582188,2.46409249184992,NA,1,1,1,0,0,0,0,0,0,11.0203245337145,0.219711356644355,1.31465675167143,0.145,-1.81205633104426,-2.00061901041357,-0.145324056747915,-0.911306063545157,0,0,0,0,0,0
"BigBio","BigBio",11,"BigBio_BigBio_1_268","1_BigBio","1","268_BigBio","268",1,75.0150909090909,20.0659874187868,3.73842011078199,NA,1,1,1,0,0,0,0,0,0,12.76371018828,0.338777466814462,1.69450533061105,0.12987636632,-1.69059698295928,-1.98754782603741,-0.852070420977065,0.121060607520546,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_27","1_BigBio","1","27_BigBio","27",16,277.576266668986,81.5495599992436,3.40377393417647,0.185800713303412,11.875,7.48450853235957,6.10202741338408,1.6763162292538,3.17981647554513,7.93710701593121,0.223230310983575,0.0571624623936015,0.174350407101534,16.7858679805847,0.288338536026102,2.01853531938807,0.152022518861171,-0.746887713777803,-1.03920633485748,0.593041689494928,-0.525680844984919,12.6565349438449,6.54133403914747,0.712434429641973,15.4829946427576,6.79179339258106,0.797873659529602
"BigBio","BigBio",7,"BigBio_BigBio_1_272","1_BigBio","1","272_BigBio","272",2,10.4951428571429,10.0911808927164,1.04003118849233,NA,0.857142857142857,0.857142857142857,0.857142857142857,0,0,0,0,0,0,15.6890011641181,0.345989884766591,2.33738860217143,0.128571428571429,-0.79642986755787,-1.25906111397906,0.0717493656628269,-0.390632387954516,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_273","1_BigBio","1","273_BigBio","273",16,540.086953268664,126.747439574484,4.26112712873602,-0.14589628562619,11.375,5.67251544795023,4.39382798004843,1.47878590236868,2.79776798532858,7.48146525691092,0.199010144411061,0.0516589298391443,0.160468457220519,18.1957969314472,0.314686206735967,1.68327444497565,0.164284642100753,-0.974061660900158,-1.11263770617186,0.168611319669799,0.366395455143296,9.68257037863815,4.21229006195681,0.547333089599678,14.8927473945882,6.39358715195196,0.767456886625494
"BigBio","BigBio",16,"BigBio_BigBio_1_278","1_BigBio","1","278_BigBio","278",2,66.1390875001875,36.3875708887356,1.81762854416484,0.704707435450611,1.5,1.04962200576802,1.0239340528801,0.037001191369884,0.0325349980176933,0,0.00433069343588856,0.000445691398305581,0,16.2161416192216,0.385821615630265,1.36731853384697,0.13,-1.74326269970118,-2.00842113765237,-1.6255327520593,1.43430452101616,0.130138994621958,3.09262182460126,0.0134127122410514,3.09262182460126,3.09262182460126,0.159369782762918
"BigBio","BigBio",16,"BigBio_BigBio_1_28","1_BigBio","1","28_BigBio","28",4,117.015812503375,58.7389436850102,1.99213341545392,0.239896335562778,2,1.82326213938366,1.73777474435651,1.07958568350705,1.42434017312976,NA,0.131359303664814,0.0210873091668913,NA,12.6727820715431,0.325322074798104,2.22661960120965,0.14,-1.17771978469112,-1.48857838894147,0.231161369411643,-0.763887772433979,4.12588357151276,10.0843161890135,0.425232185368712,10.0843161890135,10.0843161890135,0.519667573827227
"BigBio","BigBio",11,"BigBio_BigBio_1_280","1_BigBio","1","280_BigBio","280",1,66.6138181818182,33.6580902809954,1.97913243519436,NA,1,1,1,0,0,0,0,0,0,18.5351997046342,0.334066666666667,1.08767933582292,0.127333333333333,-1.53546745213188,-1.87116383008306,-1.58464941548987,1.42939310571825,0,0,0,0,0,0
"BigBio","BigBio",11,"BigBio_BigBio_1_282","1_BigBio","1","282_BigBio","282",1,59.6366363636364,33.0867511287304,1.80243252447508,NA,1,1,1,0,0,0,0,0,0,16.1971764749865,0.385913023369669,1.35526509402222,0.13,-1.75660119666719,-2.01933887265556,-1.64427277352806,1.44989855174952,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_283","1_BigBio","1","283_BigBio","283",8,101.590847056487,34.6730956558826,2.92996183740668,0.122137566052341,5.4375,3.27450577479384,2.76975642516512,0.843830023246081,1.02564141567334,1.34840065103815,0.1196286610929,0.0228728746969252,0.0401891367082872,18.0694756868167,0.365011527028975,1.31771195713198,0.150884835071535,-1.49490213306947,-1.63474484609004,-1.05518131082739,1.43373686039838,3.72861034065239,2.67277187198349,0.241142387751271,10.9050580949644,5.48897268796182,0.561962256680237
"BigBio","BigBio",16,"BigBio_BigBio_1_286","1_BigBio","1","286_BigBio","286",4,190.626249996,66.6557052501014,2.85986397234481,0.157082354648169,3.9375,2.5482442232753,2.25771139910463,0.8677624421646,0.853885059224968,0.596841735768318,0.0940256418736994,0.0106072178968547,0.0145886679939747,17.5349417431112,0.34939467182863,1.62037590428974,0.135024621193972,-1.23179343669333,-1.55671910109481,-0.81622998812462,0.792574907720161,8.05002742698791,8.44990718894852,0.557908657837481,12.1617733531015,7.24546296541306,0.626723630376483
"BigBio","BigBio",16,"BigBio_BigBio_1_287","1_BigBio","1","287_BigBio","287",4,91.1725599975667,36.9508618896514,2.46740009123037,-0.242361695854995,3,1.65037683924185,1.50719012388018,0.524559448922286,0.544793077994206,1.33804697656191,0.0786847900523256,0.0141158051043716,0.00837023625039705,19.0037859584955,0.313431729664426,1.35115620081958,0.138917935606515,-1.1711923490913,-1.48256080518343,-0.78558417148542,0.877152784980316,5.26607936284878,16.3968659982551,0.406914435215507,17.5686250644102,15.5414950171852,0.90535090248845
"BigBio","BigBio",11,"BigBio_BigBio_1_29","1_BigBio","1","29_BigBio","29",1,111.140727272727,53.1571223677334,2.09079653529534,NA,1,1,1,0,0,0,0,0,0,16.6034997596264,0.358850493101356,2.32384786028,0.14,-0.746426371824853,-1.11781559631553,0.196644152997149,-0.137102788114264,0,0,0,0,0,0
"BigBio","BigBio",11,"BigBio_BigBio_1_290","1_BigBio","1","290_BigBio","290",1,117.827545454545,68.196963405072,1.72775354753966,NA,1,1,1,0,0,0,0,0,0,21.1785926160544,0.257133333333333,1.98760530908333,0.15,-0.145256928649793,-0.564197853208651,0.890327178367366,-0.433871482507627,0,0,0,0,0,0
"BigBio","BigBio",11,"BigBio_BigBio_1_291","1_BigBio","1","291_BigBio","291",1,99.3467272727273,70.5357299800476,1.40845961757012,NA,1,1,1,0,0,0,0,0,0,7.91095077906055,0.284704385069864,2.10883333333333,NA,-1.70020616824762,-1.41092872847307,0.400873051591385,-1.52320059742781,0,0,0,0,0,0
"BigBio","BigBio",16,"BigBio_BigBio_1_292","1_BigBio","1","292_BigBio","292",8,337.069338704581,95.9054758889123,3.51459951145031,-0.0929812920403857,6.6875,3.84518213430708,3.13536715883257,1.75789335119643,3.65960202410049,4.3365063119889,0.23225435440109,0.0652216602732304,0.0842864758366556,18.1881704999117,0.292365338574704,1.92548878875975,0.160385804692161,-0.678973695587931,-0.910310337134767,0.629358111169109,-0.221351669091546,9.38162202407725,4.8063616024966,0.571176901651792,13.8227547289395,5.43443575698621,0.712317749558736
